b_mm,d_mm,rh0_s,fc_MPa,fy_MPa,M_kNm,es,c_d,b_d
378.5911900608728,1090.0,0.1735138660425226,66.0,458.0,10427.613565633621,-0.0016234315606116587,2.1793322541471367,0.3473313670283237
860.8979346402531,833.0,0.260990675440647,68.0,588.0,-30025.872438346625,-0.0022655535560963773,4.084709000774566,1.0334909179354779
1251.8812225286895,1192.0,0.8077298286443982,58.0,419.0,-1464327.7907389014,-0.002715945687933154,10.56136053056648,1.0502359249401758
143.4959909995256,380.0,0.17726741187377837,38.0,522.0,-829.0879229642263,-0.002184689881313147,3.6795814638383626,0.37762102894612
1460.8008481672637,895.0,1.0340436650477878,63.0,397.0,-1360863.3687800393,-0.0027456306961251464,11.793875889505761,1.632179718622641
1037.0421240692601,1264.0,1.0639365411908808,44.0,379.0,-2933521.5323510175,-0.0027952862042825155,14.654605907166848,0.8204447184092248
781.0108762235939,767.0,0.20487314531489131,32.0,478.0,-36003.4532659536,-0.0023155416408318107,4.383027776365897,1.0182671137204613
1206.8014161883737,1207.0,0.9731967033314887,45.0,536.0,-5336352.986892935,-0.0028397273523093625,18.718103452004335,0.9998354732298042
1120.062523676223,1338.0,0.777531790538954,22.0,534.0,-8410203.958079545,-0.0028851522807227074,26.121546155885593,0.8371169833155628
573.458709284005,620.0,0.6779572441110072,49.0,570.0,-309994.9907515054,-0.0027736621744896828,13.254523379978533,0.9249334020709757
1307.735958864724,917.0,1.3054465482574285,56.0,454.0,-3405697.082487273,-0.002843387429780287,19.15555051418463,1.4261024633203097
1784.335269645932,1299.0,0.7630538052038003,40.0,367.0,-2629216.811897339,-0.002721622143103321,10.776719216979457,1.373622224515729
239.57910055748377,784.0,0.24703273864302489,52.0,595.0,-14344.415118587,-0.0023878362413556624,4.90064947105596,0.30558558744577013
922.1833771372982,746.0,0.804468096288928,61.0,506.0,-611132.0672528167,-0.0027516157637603516,12.078061174162082,1.2361707468328393
2035.1290924539828,1020.0,0.6364082061051961,57.0,435.0,-1088467.3526089313,-0.002658725872657096,8.790587271755507,1.995224600445081
718.8598565218152,406.0,1.0663640897183861,61.0,357.0,-120492.06991167495,-0.0027344112686792754,11.295659966752135,1.7705907796103824
660.3344725610966,435.0,0.2650303359257974,24.0,363.0,-16324.557737004494,-0.0024592853507755075,5.548212914709598,1.5180102817496475
1006.9639377639082,854.0,0.4637486729050183,64.0,322.0,-40849.29355265145,-0.002289613074846915,4.22305069783416,1.179114681222375
1526.4680686574284,1416.0,0.6713843793371596,64.0,404.0,-1239450.005053759,-0.0026089062160114967,7.670794379304652,1.0780141727806698
1414.4272693978544,1224.0,0.24523105017657,48.0,441.0,-74555.73335960445,-0.0021996599882721708,3.7484068721284993,1.1555778344753713
1002.7347241873767,1251.0,0.4322872624961768,25.0,600.0,-2077015.0041908605,-0.002791082208903163,14.35971529399065,0.8015465421162085
1465.7718304125417,797.0,0.7672686718652829,65.0,600.0,-1357110.5838554064,-0.0027659718080715176,12.818968412646564,1.8391114559755857
517.9289001793322,642.0,0.29584080206689867,38.0,342.0,-12229.43869607378,-0.002254344780861719,4.023307184072233,0.8067428351702994
265.46935818870594,356.0,0.23138262321914915,29.0,400.0,-2731.9637872964972,-0.002326556108156274,4.454714099175697,0.7457004443502976
644.2867528234367,404.0,1.2065331315379708,61.0,547.0,-372287.30032835854,-0.002846800695537092,19.582334335769453,1.5947691901570216
1243.1575313973085,843.0,0.04698923921224196,70.0,423.0,14626.822445816251,0.002837310514922826,0.513935311875329,1.4746827181462734
502.8043642284048,1144.0,0.6200097559917954,37.0,565.0,-1053276.7710300535,-0.0027883786001389075,14.176260066180378,0.43951430439545874
1982.9923016725384,1138.0,1.3499448820533977,63.0,447.0,-7181350.264241548,-0.002826950429120487,17.336073038220754,1.742523990924902
494.6564745115847,373.0,0.6688286811173374,36.0,535.0,-119355.91242121138,-0.0027965915671690363,14.74865106744644,1.326156768127573
545.5683681526484,835.0,1.0903116072885335,43.0,507.0,-1379819.2245716825,-0.0028526482341512623,20.35944382966961,0.6533752912007765
2371.922462301107,1428.0,0.5637836176476061,28.0,514.0,-7131360.099362222,-0.0027905687106451332,14.32450714141718,1.6610101276618396
1671.2000220315904,1316.0,1.053189381279752,70.0,366.0,-2498185.886434882,-0.0026990017157824853,9.966834222324218,1.2699088313309956
1123.5812816990956,1391.0,1.3583480586450405,69.0,347.0,-3092871.8721756176,-0.0027573601735739516,12.364004888184905,0.8077507416959709
2343.8386965595487,1406.0,0.29507322291506577,46.0,329.0,-108592.13488301319,-0.0021283027979246954,3.4415620388108503,1.6670260999712294
1757.9818882895345,1166.0,0.8213310607419727,42.0,488.0,-4419646.664850317,-0.0027995931023388192,14.96954463649235,1.5077031631985716
1215.0786543877357,1194.0,1.433527989147381,70.0,407.0,-3944589.327268016,-0.0028011383717430846,15.085866621408766,1.0176538143950886
2058.5813944656497,1455.0,0.3427154514936308,69.0,366.0,-37905.93623637514,-0.002088224628230605,3.290284090672671,1.4148325735159104
528.3274003210427,732.0,0.2814124173927417,63.0,563.0,-21498.227776470285,-0.0023409134716466003,4.551754391786644,0.7217587436079818
890.9438686202537,1225.0,0.29066758886104405,38.0,398.0,-122311.99073784988,-0.002347857417213764,4.600220993364211,0.7273011172410234
1595.5410138076459,971.0,1.027633038910255,52.0,375.0,-1947443.8411609938,-0.002766509203132178,12.84847214641305,1.6431936290500988
1307.1858690571396,1382.0,0.4398155444929148,50.0,301.0,-184250.0794822652,-0.002332706625025822,4.495773691917874,0.9458653176969172
1514.0011124863909,1495.0,0.04713587142476161,37.0,404.0,44929.421785710045,0.0008929035905199191,0.7706330070196609,1.0127097742383886
1261.8624373661555,1009.0,0.4725551700888527,23.0,512.0,-1612543.0834124128,-0.002793953869885304,14.559846371926739,1.2506069745948023
1309.2758712044347,1089.0,0.6774624620568248,28.0,326.0,-1248139.063587341,-0.0027252015357329662,10.917091578374933,1.2022735272767995
706.3364383834543,740.0,0.1911344438103164,67.0,425.0,9011.558737375215,-0.001632899467040506,2.194425302070223,0.9545087005181815
995.8175036263417,1419.0,0.13642541453358037,25.0,486.0,-74458.50804008251,-0.002182726224718177,3.6707405654433254,0.7017741392715586
1328.445077588151,1050.0,0.4469405571251164,70.0,591.0,-471851.34742115653,-0.0025607474107583457,6.829783303450387,1.2651857881791915
1698.1350717610608,1021.0,0.8949738824079181,57.0,547.0,-3511591.732777086,-0.002807011822553874,15.54499368665972,1.6632077098541242
147.64910857057555,490.0,0.05389822608656958,23.0,517.0,283.8373364004442,-0.0012109522699688688,1.6768697389352474,0.3013247113685215
535.6884470932382,1101.0,0.06784729819648427,30.0,316.0,8069.461256291326,-1.805505666764744e-05,1.0060547920940053,0.4865471817377277
1875.5197708755923,1029.0,0.47709131719922576,27.0,497.0,-1961634.8671365187,-0.002753188740164905,12.155037018993474,1.8226625567304104
1173.5069544420774,1040.0,1.3097443157788198,61.0,414.0,-2910474.971396815,-0.0028135353507165017,16.088840493507348,1.1283720715789205
2021.612025885614,1093.0,0.7216894205929854,23.0,515.0,-7634877.700377177,-0.0028658689345975883,22.36618333716789,1.8495992917526203
588.4664426873222,889.0,1.1288569687256584,50.0,318.0,-538128.1060970518,-0.0027539134685322696,12.190833777481219,0.6619420052725784
1856.8517132352401,1467.0,0.8804872887340273,27.0,580.0,-20664539.693833847,-0.002885403385875063,26.17878392750152,1.2657475891174097
325.7423785843547,317.0,0.46352489508927674,66.0,572.0,-11829.855301564552,-0.0025874008019285254,7.270978746498458,1.0275784813386584
196.7338978250516,383.0,0.7896103955349414,45.0,456.0,-38516.03400806753,-0.0027678080652809483,12.920345418672476,0.5136655295693253
693.3021976241148,902.0,0.5307403744162497,51.0,381.0,-151967.6230774843,-0.0025589920162666395,6.802597936217502,0.7686277135522337
911.1071749110251,1181.0,1.1170492967013053,42.0,425.0,-3408081.8889242765,-0.0028308042442190106,17.730941217481035,0.7714709355724175
286.259817276943,349.0,0.7576134706513299,50.0,336.0,-17705.079926597286,-0.0026529700817089544,8.64478778882682,0.8202287027992636
425.5985671265139,1213.0,1.0671307952371862,47.0,392.0,-1109503.4393203144,-0.0027953525758156197,14.6593587090405,0.3508644411595333
901.1139197186033,907.0,1.0965014279736194,56.0,375.0,-1011738.86268688,-0.002774263859867992,13.289852472207732,0.9935103855772913
920.8319532999828,1102.0,1.0330490741984877,67.0,436.0,-1488073.845951951,-0.002753440978585689,12.167472042967262,0.835600683575302
2029.86634365205,1066.0,0.4926320315088156,31.0,592.0,-3050008.9252661574,-0.002775411520794504,13.3577644348134,1.9041898158086774
1307.4465352102743,866.0,0.4108608856382882,21.0,537.0,-1120658.657966083,-0.0027936952073188467,14.541591404696709,1.5097535048617485
1874.8993754181922,1047.0,0.5591286494516524,35.0,488.0,-2010889.97501276,-0.0027383223421777324,11.464486593798588,1.790734838030747
1271.664958665827,1053.0,1.281264566712883,60.0,317.0,-1707775.1562885614,-0.0027551462784292835,12.252213202050797,1.2076590300720105
501.9793440682716,640.0,1.3937703473158387,64.0,460.0,-644986.2412701432,-0.002834543261666969,18.131627821416455,0.7843427251066744
259.40569997556725,611.0,0.3626955377601013,52.0,324.0,-3747.9098624285753,-0.0022343119468006037,3.9180446755889973,0.42455924709585474
1479.6187605787836,1070.0,0.368292770023374,65.0,336.0,-25129.53675713998,-0.0021293684059879286,3.4457743328326815,1.3828212715689567
1338.1621419306207,920.0,0.7332177544478468,56.0,411.0,-739112.9974872754,-0.0026919886149941044,9.739899711637527,1.4545240673158921
582.5045393767243,389.0,0.966529583788094,43.0,359.0,-114592.8691003721,-0.0027652506818521016,12.779589835101968,1.497440975261502
1538.1207327780576,1435.0,1.0226010601690634,33.0,468.0,-11415286.971688174,-0.002856821158448018,20.952816543852467,1.0718611378244303
723.1534505225749,783.0,0.997826542796214,54.0,579.0,-1355904.0958312708,-0.002841672907266094,18.948115247982084,0.9235676251884737
1050.645947526936,1432.0,0.2417031993917521,28.0,474.0,-347263.477669226,-0.0024702677705311605,5.663238581892759,0.7336913041389218
719.1715603746645,469.0,0.8007499357353193,25.0,582.0,-734682.9521759159,-0.0028837269090535803,25.801326649021778,1.5334148408841461
895.0115532567404,884.0,0.25381527453746355,33.0,353.0,-37416.74336731092,-0.0022352165585944822,3.9226790717207525,1.0124565082089823
1435.757560968514,971.0,0.3001221819639568,40.0,578.0,-364223.611713336,-0.002550603195347855,6.675614888544086,1.478638064849139
1973.7230141679718,1420.0,0.3347097574713774,21.0,545.0,-2983592.124320325,-0.002750475309549363,12.022858317475743,1.3899457846253322
1819.8536437984226,1343.0,0.749476077825584,37.0,494.0,-5938042.813811769,-0.0027997733737575576,14.983022269812803,1.355066004317515
1941.4121236542646,1491.0,0.8801418242781485,34.0,315.0,-4542902.801337669,-0.002747590153703653,11.88543174531229,1.3020872727392787
2090.5935328669734,1349.0,0.12761096389594662,35.0,426.0,17858.515264358946,-0.0016865890775695283,2.284129017633331,1.5497357545344503
951.94044171627,563.0,0.5242229423367509,54.0,438.0,-104004.86293749374,-0.0026016189068808304,7.5304778560427215,1.69083559807508
607.455646084223,945.0,0.7065436771990248,47.0,375.0,-332889.33806898963,-0.0026768979446667542,9.284992003241255,0.6428102074965323
611.6953705268977,369.0,0.9799268386637363,70.0,600.0,-192982.55846918936,-0.0028026638394110185,15.202484892003666,1.657711031238205
946.3828171281934,595.0,0.22458284969204478,67.0,370.0,7529.521080400854,-0.0016635582712417442,2.244766782901508,1.590559356517972
1294.1536754051021,1183.0,1.1006118373357208,41.0,456.0,-5636185.021076226,-0.0028422741615861087,19.020345874641297,1.093959150807356
177.9483547615995,311.0,0.12723009665883134,57.0,496.0,378.79171125494844,-0.0015028791485089256,2.0038462472900007,0.5721812050212203
750.7481884349496,437.0,0.49189275364961527,40.0,478.0,-82849.00755665054,-0.0026684434649356845,9.048230641625139,1.7179592412699076
1122.6901266075336,1167.0,0.6597017791328619,20.0,420.0,-3028722.5209237705,-0.0028435440240134648,19.174722992097024,0.9620309568187948
1369.6563314462655,1126.0,1.109035716385336,57.0,388.0,-2571077.0864624074,-0.00278044105546588,13.66375670262794,1.2163910581227935
2065.29678600799,1080.0,0.7489534691536482,68.0,346.0,-775121.299016554,-0.0025650578326917705,6.897468733754652,1.9123118388962868
1035.9583692135284,1118.0,1.1816614510488141,55.0,332.0,-1623464.9120847639,-0.0027676273156496916,12.910295409237559,0.9266175037688089
659.7573764066043,1017.0,0.8402464130961091,37.0,516.0,-1743476.0328391825,-0.0028290180817407886,17.545714953624202,0.6487289836839767
2525.5164448317364,1282.0,0.41002020724289534,29.0,496.0,-2638058.463490721,-0.0026935178309052555,9.78849767626316,1.9699816262338037
249.8427558600191,393.0,1.0183253405010562,50.0,462.0,-82328.06096114233,-0.0028122303673155545,15.977024384137858,0.6357322032061555
547.511774511423,474.0,0.16227722560454194,36.0,301.0,1212.9695668251886,-0.0015099063822038392,2.0132963219029025,1.1550881318806392
611.6989991092978,778.0,0.8310918497676769,62.0,355.0,-196543.27799430263,-0.0026516884706301027,8.612979321778583,0.7862455001404856
570.5777804033257,557.0,0.2303070027366808,25.0,336.0,-11243.42087978916,-0.0022997506827312562,4.284188396928705,1.024376625499687
770.1806149844954,1293.0,0.1430919180016239,66.0,318.0,34829.22445844549,-0.0005958849474757887,1.2478604120256793,0.5956539945742424
812.2840290799073,970.0,0.69855948435482,34.0,343.0,-576008.6937893458,-0.0027079400599106427,10.271864053256103,0.8374062155462962
712.1707990987788,1174.0,0.17589308752645372,46.0,409.0,5652.506763610005,-0.0018236968232549138,2.5503629160478942,0.6066190793004931
1929.453156256739,1120.0,0.6811056517574863,32.0,432.0,-3139691.379119853,-0.002772195796998061,13.169203906103828,1.7227260323720883
1718.4231904159858,964.0,0.27604209813472347,20.0,410.0,-420886.42833490117,-0.0026169725269025073,7.832336348459282,1.782596670556002
210.77115822512067,409.0,0.2894774346902409,58.0,425.0,-1074.6593836355753,-0.002218591942262967,3.839223271753858,0.515332905195894
2498.0627426224323,1273.0,1.1698713412803943,50.0,392.0,-8159435.822286374,-0.0028073674320006313,15.573690529889156,1.9623430814001825
1082.753088530807,679.0,0.8421951490592233,66.0,501.0,-581464.9691480679,-0.0027407331380890926,11.57108925486551,1.5946289963634859
407.0624659819998,740.0,0.5716721679070785,46.0,566.0,-226306.17276650024,-0.002738466172237842,11.470791467665267,0.5500844134891889
2216.3125463712713,1137.0,0.7547219503362711,48.0,566.0,-5183278.192286829,-0.002797378668777924,14.805943588989436,1.9492634532728859
932.1065633970964,850.0,0.40197115075139445,23.0,434.0,-406712.1215340287,-0.002714239414181793,10.498298746869578,1.0965959569377604
1884.6100212498147,1127.0,0.09814576348934767,42.0,541.0,32581.08833110427,-0.001487198622415977,1.98307593082118,1.6722360436999244
506.16803472355434,1063.0,0.3220546274366394,23.0,344.0,-116174.71568814258,-0.0025500140479489115,6.666874790925467,0.4761693647446419
311.53636709171815,362.0,0.3489267462528869,49.0,343.0,-2133.9996141706633,-0.002269187579517945,4.1050205441516106,0.8605976991483927
986.7121620371139,811.0,0.40061595288852847,28.0,518.0,-452463.4202900867,-0.0027075449409405756,10.257986336938096,1.2166611122529147
2419.448148078697,1388.0,0.20710401480062424,56.0,480.0,-20490.97550894148,-0.0020662904329201005,3.2129905334292057,1.743118262304537
393.82557702014026,613.0,0.05879884197641361,39.0,400.0,2245.875024001485,0.000261908264254,0.9197070416957607,0.6424560799676023
1877.0280320970014,1302.0,0.3045103266534639,29.0,497.0,-996739.3843844972,-0.0025881550585402065,7.284294883813394,1.4416497942373283
372.75850603663923,408.0,0.08324253478388366,65.0,449.0,1534.7505333277625,-0.00011746057151684212,1.0407489904062308,0.9136237893054883
392.9185517273812,561.0,0.5588749575185312,21.0,449.0,-187082.70289943882,-0.0028186083004209843,16.538794261052594,0.7003895752716243
613.6037010769569,920.0,0.4111136146831289,34.0,502.0,-275523.6577597706,-0.002660918630326113,8.847433885516214,0.6669605446488662
290.2434223278592,547.0,0.6856288344375464,32.0,406.0,-99525.41472643381,-0.0027592064463652787,12.458805290738535,0.5306095472172929
812.204025080812,916.0,0.23511960090051587,53.0,550.0,-38356.91606271431,-0.002298279211701615,4.275204682584298,0.8866856169004498
290.1252202402808,404.0,0.598258196922768,32.0,555.0,-80242.14113646555,-0.002798126960243235,14.860825415888451,0.7181317332680217
1058.7357195422185,1400.0,0.37291083098920674,32.0,546.0,-1158879.5791262463,-0.0026707981073954565,9.112948823789951,0.7562397996730132
702.0943432615685,373.0,0.5720360444355775,50.0,313.0,-19351.212973703772,-0.002506614762465305,6.080441350434691,1.8822904645082266
424.5677791480863,337.0,0.6353811184738587,43.0,417.0,-33529.76490380053,-0.002692571886667541,9.758378853126347,1.2598450419824518
334.5310923864406,476.0,0.8061463605349004,67.0,416.0,-49422.31530685274,-0.0026688527814938356,9.059414762815388,0.7027964125765559
1081.4583869922667,1149.0,0.6379020625192344,25.0,449.0,-2346957.2801075447,-0.0028108097428667365,15.85705334649889,0.9412170469906586
265.042288856176,657.0,0.4440153965041761,34.0,427.0,-49458.56489437232,-0.00263090037797776,8.127886947061778,0.403412920633449
1116.6443666945693,1448.0,1.0029953691758016,33.0,437.0,-6991500.435806973,-0.002843667032715341,19.189810390648134,0.7711632366675202
1898.0497742307953,1354.0,1.0193447173128347,38.0,408.0,-7869782.035578704,-0.0028185984474681245,16.537895944814704,1.4018092867288001
386.00219922909366,462.0,0.8313890861959606,69.0,438.0,-63137.08094788367,-0.0026859316317305072,9.552060325367716,0.835502595733969
289.42455499423994,931.0,0.28974734308517347,51.0,548.0,-33116.14231333835,-0.002438365816299485,5.3415552098939125,0.3108749248058431
1675.6555948312898,873.0,0.5084795270486139,35.0,439.0,-784409.1930772122,-0.0026801397885878866,9.379097158585777,1.919422216301592
1152.1520775358551,683.0,0.2284155055776692,47.0,588.0,-49155.55881957435,-0.002362607286048536,4.706674447848243,1.6868990886322917
505.1303783783984,788.0,1.1414089398294223,43.0,494.0,-1187332.6124302603,-0.002855540628523766,20.767084678155015,0.6410283989573584
732.6565096676046,533.0,1.0700753465763009,48.0,505.0,-632386.3773707971,-0.002839829386103344,18.730027481418226,1.374590074423273
564.4792068962289,763.0,0.7303577107906211,29.0,477.0,-694532.2030532816,-0.002821088543115393,16.76807093429975,0.7398154743069841
393.1786347192622,350.0,1.3296663929644719,62.0,346.0,-74562.76205011546,-0.002776629181506156,13.430581578330385,1.1233675277693207
506.4757688583907,411.0,0.9860595176665918,61.0,340.0,-64048.592402763265,-0.0026984208410627103,9.947637000419588,1.2323011407746733
838.5619986936235,737.0,0.13957530880173186,20.0,463.0,-26511.46807509993,-0.0023291900227695524,4.47220539620774,1.137804611524591
541.9525377511471,458.0,1.0899460277607045,56.0,470.0,-255136.08620179642,-0.0028188081274924505,16.55703403514968,1.1833024841728104
1093.989634689568,1268.0,0.07811467819387041,63.0,396.0,38694.97542980813,0.00037571872425473977,0.8886996355605168,0.862767850701552
316.7542315432024,619.0,0.4796631514509616,22.0,354.0,-72956.19968756053,-0.00271917086100311,10.682652130458662,0.5117192755140588
2591.4075515296404,1312.0,0.779751725443298,32.0,397.0,-6476887.8554158565,-0.0027834724747662536,13.855051438663203,1.9751581947634453
409.4616847804741,1287.0,0.4942482767046294,22.0,331.0,-374384.7289136386,-0.0027085200881846357,10.292304472427324,0.3181520472264756
2282.1017178109987,1482.0,0.11003779771381539,25.0,309.0,34078.145315933165,-0.0014063287223724061,1.8824459235193887,1.5398797016268548
445.82334996916563,1105.0,0.5663159264874876,40.0,515.0,-522178.04548079474,-0.002732705569724366,11.2235784221407,0.40346004522096435
271.12282805387736,504.0,1.3807502206913245,68.0,443.0,-180772.84433323095,-0.002815734681465328,16.28087164669302,0.5379421191545186
1862.6575759554064,1136.0,0.5812080466022023,20.0,546.0,-6356854.8683711365,-0.002863395551971865,21.961217539432695,1.6396633591156746
799.9827368446643,565.0,0.15378698921112965,21.0,378.0,-9327.787745232297,-0.0022169905446204545,3.831371357509113,1.4158986492825916
689.7517411053446,372.0,0.8579860786628071,39.0,311.0,-77035.88745446593,-0.0027124854172446587,10.434253355951798,1.8541713470573782
2580.2642807647703,1451.0,0.8001277422949953,70.0,391.0,-2768559.280445241,-0.0026291353058404774,8.089203548476874,1.7782662169295453
2660.985341792694,1378.0,0.4518210775747915,48.0,365.0,-850808.2845153895,-0.0024751572223521297,5.715997490609985,1.9310488692254673
